lemma	stem	lemma_freq	stem_type
felejtődik	felejtődöm	2457	cvc
felesik	feleš	166	cvc
felhajókázik	felhajókáz	6	cvc
felhajózik	felhajóz	294	cvc
felhomályosodik	felhomájošod	20	cvc
felingerlődik	felingerlődök	21	cvc
feliszik	felis	1701	cvc
felkapcsolódik	felkapčolód	1440	cvc
felkuporodik	felkuporod	151	cvc
fellengzősködik	fellengzőšködöm	56	cvc
fellépcsőzik	fellépčőzöm	70	cvc
felnevelkedik	felnevelked	1099	cvc
felnyújtózik	felṉújtóz	65	cvc
felpakolászik	felpakolás	47	cvc
felpofátlankodik	felpofátlankod	21	cvc
felszedelőzködik	felsedelőzködöm	329	cvc
feltekeredik	feltekered	1240	cvc
feltámaszkodik	feltámaskod	409	cvc
feltűnősködik	feltűnőšködök	597	cvc
felvergődik	felvergődök	257	cvc
felvergődik	felvergődöm	257	cvc
felveszik	felvesöm	57	cvc
felvizesedik	felvizešed	256	cvc
felértékelődik	felértékelődök	28791	cvc
felügyeskedik	felüḏešked	76	cvc
fickósodik	fickóšod	13	cvc
ficánkolódik	ficánkolód	33	cvc
finomodik	finomod	7558	cvc
fogalmazódik	fogalmazód	53804	cvc
fogkövesedik	fogkövešed	26	cvc
fogzik	fogz	1239	cc
fojtódik	fojtód	106	cvc
fokozódik	fokozód	95082	cvc
foszladozik	fosladoz	768	cvc
fotózódik	fotózód	13	cvc
fröccsözik	fröččözök	439	cvc
fázódik	fázód	40	cvc
félrehajlik	félrehajl	35	cc
földutazik	földutaz	17	cvc
fölesküszik	fölešküsöm	379	cvc
fölfekszik	fölfeks	113	cc
fölfohászkodik	fölfoháskod	31	cvc
fölhúzódzkodik	fölhúzódzkod	27	cvc
fölkéredzkedik	fölkéredzked	57	cvc
fölkínálkozik	fölkínálkoz	34	cvc
fölszívódik	fölsívód	496	cvc
föltolakszik	föltolaks	19	cc
fölvergődik	fölvergődök	61	cvc
fölérkezik	fölérkez	74	cvc
fölöltözködik	fölöltözködök	34	cvc
fölöltözködik	fölöltözködöm	34	cvc
fölúszik	fölús	86	cvc
fölülemelkedik	fölülemelked	415	cvc
fölülkerekedik	fölülkereked	514	cvc
fölülmúlik	fölülmúl	2822	cvc
fösvénykedik	föšvéṉked	69	cvc
fúvódik	fúvód	746	cvc
főutazik	főutaz	4	cvc
főzelékezik	főzelékez	19	cvc
gatyásodik	gaṯášod	228	cvc
gobizik	gobiz	3	cvc
gombfocizik	gombfociz	253	cvc
gombócozik	gombócoz	61	cvc
gondosodik	gondošod	531	cvc
gránitlapozik	gránitlapoz	2	cvc
gránátozik	gránátoz	38	cvc
gubózódik	gubózód	16	cvc
gyanúzik	ḏanúz	21	cvc
gyeplabdázik	ḏeplabdáz	33	cvc
gyáváskodik	ḏáváškod	25	cvc
gyógyszerdobozik	ḏóḏserdoboz	2	cvc
gyökeresedik	ḏökerešed	1771	cvc
gyülemlik	ḏüleml	2336	cc
gyümölcsözik	ḏümölčözök	1724	cvc
gátazik	gátaz	29	cvc
géllakozik	géllakoz	3	cvc
hagyakozik	haḏakoz	116	cvc
hajcsárkodik	hajčárkod	50	cvc
hajszolódik	hajsolód	79	cvc
hamizik	hamiz	60	cvc
hangcsatlakozik	hangčatlakoz	2	cvc
harakirizik	harakiriz	23	cvc
harangszik	harangs	2	cc
havazódik	havazód	79	cvc
hazakocsikázik	hazakočikáz	93	cvc
hazakúszik	hazakús	61	cvc
hazaspurizik	hazašpuriz	8	cvc
hazaszökik	hazasökök	749	cvc
hazatakarodik	hazatakarod	125	cvc
hazataxizik	hazataxiz	85	cvc
hazavetődik	hazavetődök	129	cvc
heccelődik	heccelődök	187	cvc
hergelődik	hergelődök	118	cvc
hidegedik	hidegs	155	cc
hivatkozódik	hivatkozód	3	cvc
hobbiprogramozik	hobbiprogramoz	2	cvc
honlapozik	honlapoz	4	cvc
hotelezik	hotelez	7	cvc
hozzáköltözik	hozzáköltözök	291	cvc
hozzámelegszik	hozzámelegs	10	cc
hozzápréselődik	hozzápréšelődöm	66	cvc
hozzátetszik	hozzátets	16	cc
hozzáálmodik	hozzáálmod	53	cvc
hozzáöltözik	hozzáöltözöm	94	cvc
huligánkodik	huligánkod	137	cvc
háborúskodik	háborúškod	845	cvc
hátrabotladozik	hátrabotladoz	4	cvc
hátrabukik	hátrabuk	50	cvc
hátrakotródik	hátrakotród	2	cvc
hátramászik	hátramás	85	cvc
hírlik	hírl	8945	cc
hírlevelezik	hírlevelez	87	cvc
hízelkedik	hízelked	687	cvc
hóbortoskodik	hóbortoškod	7	cvc
idealszik	ideals	4	cc
ideesik	ideeš	36	cvc
idefingik	idefing	10	cc
idefosik	idefoš	37	cvc
idehivatkozik	idehivatkoz	11	cvc
idekívánkozik	idekívánkoz	1403	cvc
ideköltözködik	ideköltözködöm	7	cvc
idemászik	idemás	13	cvc
ideszerződik	ideserződök	127	cvc
ideszerződik	ideserződöm	127	cvc
ideugrik	ideugr	66	cc
idevágyik	ideváḏ	33	cvc
ikrásodik	ikrášod	145	cvc
illetődik	illetődök	1961	cvc
inaskodik	inaškod	668	cvc
indiaizik	indiaiz	2	cvc
ingatlanozik	ingatlanoz	66	cvc
iparosodik	iparošod	186	cvc
iránytaxizik	iráṉtaxiz	4	cvc
ismerkedik	išmerkedök	344220	cvc
istenkedik	ištenked	212	cvc
iszákoskodik	isákoškod	29	cvc
itatódik	itatód	587	cvc
izolálódik	izolálód	876	cvc
jakuzzizik	jakuzziz	49	cvc
javítóvizsgázik	javítóvižgáz	9	cvc
jelzik	jelz	38	cc
jogszabályozik	jogsabájoz	6	cvc
juhászkodik	juháskod	105	cvc
jódlizik	jódliz	287	cvc
kacsolódik	kačolód	468	cvc
kalendáriumozik	kalendáriumoz	14	cvc
kamatozik	kamatoz	32078	cvc
kavicsozik	kavičoz	71	cvc
kedélyeskedik	kedéješked	364	cvc
kelletlenkedik	kelletlenked	105	cvc
kellékezik	kellékez	59	cvc
kenődik	kenődöm	4832	cvc
keratinozik	keratinoz	3	cvc
keringőzik	keringőzöm	2256	cvc
keskenyedik	keškeṉed	1980	cvc
kezdődobozik	kezdődoboz	2	cvc
kezesedik	kezešed	29	cvc
kezezik	kezez	433	cvc
kialkudik	kialkus	4260	cvc
kialmozik	kialmoz	12	cvc
kialtozik	kialtoz	54	cvc
kialszik	kialus	30043	cvc
kicentrifugázik	kicentrifugáz	75	cvc
kicombosodik	kicombošod	84	cvc
kicsatlakozik	kičatlakoz	91	cvc
kicsavarodik	kičavarod	1462	cvc
kicserélődik	kičerélődök	10444	cvc
kielégszik	kielégs	28	cc
kiik	ki	24	cvc
kiemelkedik	kiemelkedök	95246	cvc
kifizetődik	kifizetődök	4792	cvc
kifurakszik	kifuraks	74	cc
kifőzik	kifőzöm	949	cvc
kigombolkozik	kigombolkoz	150	cvc
kigyönyörködik	kiḏöṉörködöm	1772	cvc
kihívásozik	kihívášoz	14	cvc
kikaparászik	kikaparás	36	cvc
kikocsizik	kikočiz	341	cvc
kikotorászik	kikotorás	47	cvc
kikristályosodik	kikrištájošod	7527	cvc
kikérezkedik	kikérezked	69	cvc
kiköltözködik	kiköltözködöm	99	cvc
kiküszködik	kiküsködök	50	cvc
kilökődik	kilökődök	2222	cvc
kimagyarázkodik	kimaḏarázkod	132	cvc
kiművelődik	kiművelődök	283	cvc
kipucolódik	kipucolód	65	cvc
kirimánkodik	kirimánkod	65	cvc
kisebesedik	kišebešed	2724	cvc
kiszerencsétlenkedik	kiserenčétlenked	26	cvc
kiszínesedik	kisínešed	667	cvc
kiszőrösödik	kisőröšödöm	199	cvc
kisötétlik	kišötétl	14	cc
kitekeredik	kitekered	672	cvc
kitelepszik	kiteleped	410	cvc
kitelepszik	kiteleps	410	cc
kitojik	kitoj	151	cvc
kitápászkodik	kitápáskod	69	cvc
kitörlődik	kitörlődök	1664	cvc
kivetődik	kivetődök	760	cvc
kivillamosozik	kivillamošoz	121	cvc
kivilágosodik	kivilágošod	4859	cvc
kivérzik	kivérz	424	cc
kiágaskodik	kiágaškod	33	cvc
kiéhezik	kiéhez	1903	cvc
kiéleződik	kiéleződöm	6075	cvc
klimatizálódik	klimatizálód	21	cvc
kokózik	kokóz	180	cvc
koncentrátumozik	koncentrátumoz	2	cvc
konstruálódik	konštruálód	529	cvc
konszolidálódik	konsolidálód	3601	cvc
kristályosodik	krištájošod	8901	cvc
kritikamaratonozik	kritikamaratonoz	2	cvc
kulcsozik	kulčoz	23	cvc
kupeckedik	kupecked	93	cvc
kutazik	kutaz	20	cvc
kutyasulizik	kuṯašuliz	9	cvc
kábeltévézik	kábeltévéz	23	cvc
kárászozik	kárásoz	10	cvc
kéklik	kékl	1449	cc
kényelmeskedik	kéṉelmešked	168	cvc
kérdezősködik	kérdezőšköd	15795	cvc
kéredzik	kéredz	152	cc
kik	köm	952	cvc
körbebringázik	körbebringáz	72	cvc
körbegyöngyözik	körbeḏönḏöz	3	cvc
körbenyomozik	körbeṉomoz	4	cvc
körbenézelődik	körbenézelődöm	55	cvc
körbepásztázik	körbepástáz	57	cvc
körbevonatozik	körbevonatoz	30	cvc
körülutazik	körülutaz	44	cvc
közgazdázik	közgazdáz	3	cvc
közrejátszik	közrejáts	39790	cc
különköltözik	különköltözöm	648	cvc
labirintusozik	labirintušoz	5	cvc
lakkdobozik	lakkdoboz	2	cvc
lealjasodik	lealjašod	277	cvc
lealkudozik	lealkudoz	8	cvc
lealszik	leals	102	cc
leaszfaltozik	leasfaltoz	1285	cvc
lebocsátkozik	lebočátkoz	243	cvc
leborotválkozik	leborotválkoz	15	cvc
lebotladozik	lebotladoz	33	cvc
lebumlizik	lebumliz	29	cvc
lecsimpaszkodik	lečimpaskod	5	cvc
lecsontozik	lečontoz	29	cvc
lecsövesedik	lečövešed	33	cvc
lecsúszdázik	lečúsdáz	30	cvc
lefekszik	lefeksöm	77895	cvc
lefekszik	lefeküsök	77895	cvc
lefelezik	lefelez	39	cvc
lefosik	lefoš	804	cvc
lefüggeszkedik	lefüggesked	3	cvc
legalizálódik	legalizálód	174	cvc
legaloppozik	legaloppoz	9	cvc
lehajózik	lehajóz	269	cvc
lehatárolódik	lehatárolód	65	cvc
lehemperedik	lehempered	51	cvc
lehugyozik	lehuḏoz	572	cvc
lehurcolkodik	lehurcolkod	44	cvc
leháborodik	leháborod	2	cvc
leiratozik	leiratoz	10	cvc
lekapaszkodik	lekapaskod	52	cvc
lekereskedik	lekerešked	347	cvc
lekocsikázik	lekočikáz	82	cvc
lekocsizik	lekočiz	40	cvc
lekorlátozik	lekorlátoz	686	cvc
lekéredzkedik	lekéredzked	167	cvc
lelkészkedik	lelkésked	524	cvc
lelkik	lelköm	29	cvc
lemalackodik	lemalackod	3	cvc
lemeztelenedik	lemeztelened	362	cvc
lemosódik	lemošód	641	cvc
lenyomozik	leṉomoz	196	cvc
lepihizik	lepihiz	5	cvc
lerimánkodik	lerimánkod	19	cvc
lesavasodik	lešavašod	23	cvc
leszlalomozik	leslalomoz	4	cvc
leszóbelizik	lesóbeliz	8	cvc
letámaszkodik	letámaskod	120	cvc
letápászkodik	letápáskod	13	cvc
levedzik	levedz	191	cc
levergődik	levergődöm	134	cvc
leólálkodik	leólálkod	3	cvc
lombozódik	lombozód	223	cvc
lépődik	lépődök	36	cvc
lézerszik	lézers	2	cc
lófaszozik	lófasoz	11	cvc
lik	löm	19254	cvc
magazinozik	magazinoz	4	cvc
maghajlik	maghajl	18	cc
magyarosodik	maḏarošod	659	cvc
malackodik	malackod	293	cvc
mandolinozik	mandolinoz	39	cvc
megacélosodik	megacélošod	161	cvc
megateistásodik	megateištášod	2	cvc
megbicsaklik	megbičakl	3698	cc
megbokrosodik	megbokrošod	1260	cvc
megbétásodik	megbétášod	2	cvc
megbüdösödik	megbüdöšödöm	396	cvc
megcsillagozik	megčillagoz	56	cvc
megengesztelődik	megengestelődök	337	cvc
megereszkedik	megeresked	10033	cvc
megfejlődik	megfejlődöm	133	cvc
megfertőződik	megfertőződök	9452	cvc
megfogalmazódik	megfogalmazód	38098	cvc
megfogózik	megfogódz	227	cc
meghírlik	meghírl	2	cc
megkönnyebbedik	megköṉṉebbed	242	cvc
megküszködik	megküsködök	57	cvc
meglapozik	meglapoz	8	cvc
meglepetésdobozik	meglepetéšdoboz	4	cvc
megmodellezik	megmodellez	8	cvc
megmámorosodik	megmámorošod	695	cvc
megnyiratkozik	megṉiratkoz	133	cvc
megnyújtózik	megṉújtóz	123	cvc
megnövekszik	megnöveks	63727	cc
megpenészedik	megpenésed	1323	cvc
megrendszabályozik	megrendsabájoz	42	cvc
megrészegedik	megrésegs	1432	cc
megsiklik	megšikl	116	cc
megsokasodik	megšokašod	4238	cvc
megszálkásodik	megsálkášod	15	cvc
megsértődik	megšértőd	25791	cvc
megtakarékoskodik	megtakarékoškod	12	cvc
megtelítődik	megtelítődök	170	cvc
megtollasodik	megtollašod	599	cvc
megveszekszik	megveseks	967	cc
megvigyorodik	megviḏorod	3	cvc
megviselődik	megvišelődök	105	cvc
megwikizik	megwikiz	5	cvc
megzuhanyozik	megzuhaṉoz	40	cvc
megérintődik	megérintődök	280	cvc
megügyesedik	megüḏešed	67	cvc
melléhalmozik	melléhalmoz	2	cvc
melléugrik	melléugr	47	cc
melyik	mejikök	1176930	cvc
meszezik	mesez	104	cvc
mocskozik	močkoz	5	cvc
monológozik	monológoz	11	cvc
motokrosszozik	motokrossoz	34	cvc
mozdonyozik	mozdoṉoz	8	cvc
mutatványozik	mutatváṉoz	53	cvc
mutálódik	mutálód	2782	cvc
márványozik	márváṉoz	59	cvc
másodállásozik	mášodállášoz	4	cvc
mérgeződik	mérgeződöm	361	cvc
műszerdobozik	műserdoboz	2	cvc
nacizik	naciz	54	cvc
nagybőgőzik	naḏbőgőzök	143	cvc
nagyszájúskodik	naḏsájúškod	60	cvc
nekibukik	nekibuk	3	cvc
nekifutamodik	nekifutamod	21	cvc
nekiingerlődik	nekiingerlődöm	3	cvc
nekikúszik	nekikús	5	cvc
nekivetemedik	nekivetemed	23	cvc
nekivetődik	nekivetődök	25	cvc
nekiviselkedik	nekivišelked	2	cvc
nekiütődik	nekiütődök	786	cvc
nembetegszik	nembetegs	2	cc
nembulizik	nembuliz	2	cvc
nemdolgozik	nemdolgoz	86	cvc
nemlékszik	nemléks	2	cc
neszezik	nesez	275	cvc
nevelősködik	nevelőšködöm	414	cvc
normalizálódik	normalizálód	10836	cvc
nyaklik	ṉakl	310	cc
nyalakodik	ṉalaks	1148	cc
nyavalyáskodik	ṉavajáškod	21	cvc
nyersanyagozik	ṉeršaṉagoz	3	cvc
nyomdaszik	ṉomdas	2	cvc
nyomorodik	ṉomorod	743	cvc
nyárik	ṉár	14	cvc
népieskedik	népiešked	33	cvc
nézegetődik	nézegetődök	3	cvc
nőszik	nősök	77	cvc
odacsónakázik	odačónakáz	7	cvc
odadörgölőzik	odadörgölőzöm	390	cvc
odakajakozik	odakajakoz	3	cvc
odakapaszkodik	odakapaskod	21	cvc
odamagasodik	odamagašod	5	cvc
odanyilatkozik	odaṉilatkoz	326	cvc
odarikoltozik	odarikoltoz	2	cvc
odasiklik	odašikl	69	cc
odaszegődik	odasegődöm	242	cvc
odaszerződik	odaserződöm	140	cvc
odatolakszik	odatolakod	640	cvc
odatámaszkodik	odatámaskod	81	cvc
odavackolódik	odavackolód	5	cvc
odavergődik	odavergődök	58	cvc
odavágyik	odaváḏ	119	cvc
oldalvizezik	oldalvizez	3	cvc
ottfelejtődik	ottfelejtődök	130	cvc
outozik	outoz	7	cvc
pajtizik	pajtiz	66	cvc
parasztosodik	parastošod	12	cvc
pascalozik	pašcaloz	11	cvc
pasztellezik	pastellez	14	cvc
patkányozik	patkáṉoz	42	cvc
patvarkodik	patvarkod	68	cvc
pelletszik	pellets	2	cc
petyhüdik	peṯhüdök	119	cvc
pihenődobozik	pihenődoboz	2	cvc
pincsizik	pinčiz	6	cvc
pizzadobozik	pizzadoboz	2	cvc
plakátozik	plakátoz	143	cvc
pletykálkodik	pleṯkálkod	1366	cvc
pogromozik	pogromoz	9	cvc
ponthalazik	ponthalaz	2	cvc
primadonnáskodik	primadonnáškod	96	cvc
pulzuskontrollozik	pulzuškontrolloz	3	cvc
puszilkodik	pusilkod	426	cvc
pénzezik	pénzez	33	cvc
pókozik	pókoz	60	cvc
pónigaloppozik	pónigaloppoz	2	cvc
pörkölődik	pörkölődök	806	cvc
pörkölődik	pörkölődöm	806	cvc
pörlekedik	pörleked	427	cvc
ragozódik	ragozód	143	cvc
rajzolódik	rajzolód	30853	cvc
rakódik	rakód	18327	cvc
rendelődik	rendelődöm	2522	cvc
rendszabályozik	rendsabájoz	46	cvc
rendszervaltozik	rendservaltoz	2	cvc
renitenskedik	renitenšked	274	cvc
reprezentálódik	reprezentálód	572	cvc
ricinusozik	ricinušoz	5	cvc
riportozik	riportoz	167	cvc
robotozik	robotoz	53	cvc
rojtozik	rojtoz	180	cvc
rombolódik	rombolód	309	cvc
románozik	románoz	98	cvc
ropizik	ropiz	18	cvc
rugdosódik	rugdošód	369	cvc
rumlizik	rumliz	54	cvc
rumozik	rumoz	16	cvc
rábetonozik	rábetonoz	19	cvc
rábújik	rábúj	2	cvc
rácsukódik	ráčukód	301	cvc
rádrótozik	rádrótoz	43	cvc
ráesküszik	ráešküsöm	6	cvc
ráeszik	ráes	127	cvc
ráfokozik	ráfokoz	5	cvc
ráheveredik	ráhevered	49	cvc
ráillik	ráill	4981	cc
rájelentkezik	rájelentkez	50	cvc
rákarikázik	rákarikáz	140	cvc
rákuporodik	rákuporod	47	cvc
rákáromkodik	rákáromkod	4	cvc
rákívánkozik	rákívánkoz	65	cvc
rákívántatik	rákívántat	3	cvc
ránapozik	ránapoz	10	cvc
rápréselődik	rápréšelődöm	28	cvc
rápúpozik	rápúpoz	15	cvc
ráíratik	ráírat	556	cvc
ráöltözik	ráöltözök	27	cvc
révedezik	révedez	41	cvc
simlizik	šimliz	107	cvc
sokszorozódik	šoksorozód	2144	cvc
stréberkedik	štréberked	87	cvc
sugdolózik	šugdolóz	1645	cvc
szabizik	sabiz	17	cvc
szaglálódik	saglálód	77	cvc
szaglászódik	saglásód	26	cvc
szemtelenedik	semtelened	170	cvc
szemérmeskedik	semérmešked	360	cvc
szerződik	serződ	51630	cvc
szigetelődik	sigetelődök	1035	cvc
szigonyozik	sigoṉoz	20	cvc
szivacsozik	sivačoz	156	cvc
szobabicajozik	sobabicajoz	16	cvc
szocizik	sociz	47	cvc
szopódik	sopód	66	cvc
szorgalmatoskodik	sorgalmatoškod	148	cvc
százalékozik	sázalékoz	26	cvc
szétaszalódik	sétasalód	10	cvc
szétosztódik	sétostód	190	cvc
szétporlik	sétporl	532	cc
szétterpeszkedik	sétterpesked	172	cvc
színeskedik	sínešked	35	cvc
színeződik	síneződöm	7341	cvc
szóródobozik	sóródoboz	2	cvc
szóródik	sóród	15400	cvc
szótlanodik	sótlanod	9	cvc
szögezik	sögezöm	49	cvc
szőrtelenedik	sőrtelened	15	cvc
sóhajtozódik	šóhajtozód	2	cvc
sötétedik	šötéted	18489	cvc
súrlódik	šúrlód	2226	cvc
sűrűsödik	šűrűšödöm	21560	cvc
taszigálódik	tasigálód	35	cvc
tavaszodik	tavasod	2315	cvc
teadobozik	teadoboz	2	cvc
terelődik	terelődöm	17644	cvc
teremtettélezik	teremtettélez	2	cvc
terhelődik	terhelődöm	3333	cvc
terminálozik	termináloz	9	cvc
testkontrollozik	teštkontrolloz	20	cvc
tesztlapozik	testlapoz	3	cvc
textilezik	textilez	13	cvc
tinglitanglizik	tinglitangliz	29	cvc
tisztázódik	tistázód	11908	cvc
titkolózik	titkolódz	2873	cc
tojásozik	tojášoz	64	cvc
tollasodik	tollašod	652	cvc
tolvajkodik	tolvajkod	126	cvc
tortadobozik	tortadoboz	2	cvc
tovaközlekedik	tovaközleked	2	cvc
továbbemlékszik	továbbemléks	3	cc
továbbfejlődik	továbbfejlődök	5235	cvc
továbbfolyik	továbbfoj	286	cvc
továbbgondolkodik	továbbgondolkod	148	cvc
továbbhajózik	továbbhajóz	356	cvc
továbbjátszadozik	továbbjátsadoz	2	cvc
továbbjátszik	továbbjáts	303	cc
továbbképződik	továbbképződöm	94	cvc
továbbnézelődik	továbbnézelődöm	2	cvc
tuskósodik	tuškóšod	3	cvc
tángálódik	tángálód	12	cvc
tépődik	tépődöm	410	cvc
többesszámozik	többessámoz	4	cvc
tökmagozik	tökmagoz	53	cvc
törzsasztalozik	töržastaloz	3	cvc
törülközik	törülköz	745	cvc
törődik	törőd	206232	cvc
túldolgozik	túldolgoz	208	cvc
túleszik	túles	2164	cvc
túlhangsúlyozik	túlhangšújoz	180	cvc
túlidegeskedik	túlidegešked	48	cvc
túljogászkodik	túljogáskod	4	cvc
túlköltekezik	túlköltekez	1346	cvc
túllapozik	túllapoz	9	cvc
túllelkesedik	túllelkešed	74	cvc
túlmelegedik	túlmeleged	4679	cvc
túlmelegszik	túlmelegs	2236	cc
túlműködik	túlműködöm	1140	cvc
túlsiklik	túlšikl	35	cc
túlterjeszkedik	túlterjesked	1839	cvc
túlugrik	túlugr	333	cc
túradobozik	túradoboz	3	cvc
tündöklik	tündöklöm	3078	cvc
utalódik	utalód	146	cvc
utasodik	utašod	18	cvc
utánautazik	utánautaz	23	cvc
variálódik	variálód	1019	cvc
verekszik	vereksöm	32024	cvc
versenyzik	veršeṉz	71	cc
verítékezik	verítékez	612	cvc
veszik	vesöm	167484	cvc
vetkőződik	vetkőződöm	56	cvc
vezérkedik	vezérked	227	cvc
viaszozik	viasoz	23	cvc
vidékezik	vidékez	27	cvc
villámozik	villámoz	10	cvc
virgácsozik	virgáčoz	2	cvc
virágdobozik	virágdoboz	3	cvc
visszabátorkodik	vissabátorkod	10	cvc
visszacsapódik	vissačapód	600	cvc
visszacsikizik	vissačikiz	3	cvc
visszaegyenesedik	vissaeḏenešed	85	cvc
visszaemelkedik	vissaemelked	654	cvc
visszafertőződik	vissafertőződöm	204	cvc
visszafurikázik	vissafurikáz	23	cvc
visszagyerekesedik	vissaḏerekešed	9	cvc
visszahajózik	vissahajóz	567	cvc
visszaheveredik	vissahevered	54	cvc
visszairamodik	vissairamod	47	cvc
visszairatkozik	vissairatkoz	96	cvc
visszaiszik	vissais	29	cvc
visszajelezik	vissajelez	2047	cvc
visszajátszadozik	vissajátsadoz	3	cvc
visszakajakozik	vissakajakoz	3	cvc
visszakéredzik	vissakéredz	6	cc
visszakéredzkedik	vissakéredzked	223	cvc
visszanyugszik	vissaṉugs	32	cc
visszaomlik	vissaoml	46	cc
visszapofátlankodik	vissapofátlankod	37	cvc
visszarendezkedik	vissarendezked	15	cvc
visszarendeződik	vissarendeződöm	1334	cvc
visszarántódik	vissarántód	32	cvc
visszaszerződik	vissaserződök	196	cvc
visszaszundizik	vissasundiz	4	cvc
visszaszökik	vissasökök	1173	cvc
visszavetődik	vissavetődök	128	cvc
visszazötykölődik	vissazöṯkölődöm	30	cvc
visszaóvakodik	vissaóvakod	83	cvc
vákuumozik	vákuumoz	65	cvc
váladékozik	váladékoz	1749	cvc
végigfosik	végigfoš	46	cvc
végighazudik	végighazud	698	cvc
végigjógázik	végigjógáz	4	cvc
végigkanyarodik	végigkaṉarod	5	cvc
végigkocsikázik	végigkočikáz	112	cvc
végigkáromkodik	végigkáromkod	65	cvc
végigkúszik	végigkús	393	cvc
végigtornázik	végigtornáz	59	cvc
végigvadászik	végigvadás	28	cvc
végigvillamosozik	végigvillamošoz	11	cvc
vízisízik	vízišíz	316	cvc
vöröslik	vöröšlök	1594	cvc
zabozik	zaboz	12	cvc
zenekvízezik	zenekvízez	2	cvc
zombisodik	zombišod	26	cvc
zsémbelődik	žémbelődök	82	cvc
zsúfolódik	žúfolód	4651	cvc
ájtatoskodik	ájtatoškod	525	cvc
általesik	általeš	49	cvc
ármánykodik	ármáṉkod	992	cvc
árnyalódik	árṉalód	1138	cvc
átbalettozik	átbalettoz	9	cvc
átbumlizik	átbumliz	93	cvc
átcsalinkázik	átčalinkáz	17	cvc
átcsónakázik	átčónakáz	87	cvc
áteszik	átes	484	cvc
átfénylik	átféṉl	281	cc
áthelyezkedik	áthejezked	75	cvc
áthemperedik	áthempered	25	cvc
áthullámvasutazik	áthullámvašutaz	18	cvc
átimádkozik	átimádkoz	284	cvc
átnyomakodik	átṉomaks	88	cc
átnyújtózik	átṉújtóz	13	cvc
átprogramozik	átprogramoz	184	cvc
átrendezkedik	átrendezked	11	cvc
átsorolódik	átšorolód	113	cvc
átsugárzik	átšugárz	1803	cc
átsúlyozik	átšújoz	9	cvc
áttelepszik	átteleped	624	cvc
áttelepszik	átteleps	624	cc
áttetszik	áttets	623	cc
átvetődik	átvetődök	141	cvc
átvillamosozik	átvillamošoz	74	cvc
éjjelezik	éjjelez	135	cvc
ékelődik	ékelődöm	7970	cvc
ékezik	ékez	798	cvc
éktelenkedik	éktelenked	6966	cvc
élődik	élődök	167	cvc
érintkezik	érintkezök	84963	cvc
értetődik	értetődöm	7670	cvc
érzelmeskedik	érzelmešked	76	cvc
ételdobozik	ételdoboz	2	cvc
ízetlenkedik	ízetlenked	78	cvc
ólmozik	ólmoz	7	cvc
óriásozik	óriášoz	5	cvc
ödémásodik	ödémášod	221	cvc
ökrendezik	ökrendez	31	cvc
összecihelődik	össecihelődöm	77	cvc
összecsavarodik	össečavarod	317	cvc
összedrótozik	össedrótoz	330	cvc
összefingik	össefing	3	cc
összefőzik	össefőzöm	149	cvc
összegabalyodik	össegabajod	3028	cvc
összegyűrődik	össeḏűrődöm	1180	cvc
összehorgolódik	össehorgolód	4	cvc
összekötődik	össekötődöm	891	cvc
összekülönbözik	össekülönbözök	2383	cvc
összesikoltozik	össešikoltoz	2	cvc
összeszedelődzködik	össesedelődzködök	153	cvc
összeverekszik	össevereks	4936	cc
