variation	base	category	suffix	input	output1	output
cselekszenek/cselekednek	sivalkodik	low	tek	šivalkodiK	šivalkodtok	šivalkodtVk
cselekszenek/cselekednek	szolizik	low	nek	soliziK	soliznak	soliznVk
cselekszenek/cselekednek	szondázik	low	ünk	sondáziK	sondázunk	sondázVnk
cselekszenek/cselekednek	tekeredik	low	ünk	tekerediK	tekeredünk	tekeredVnk
cselekszenek/cselekednek	vezetődik	low	ünk	vezetődiK	vezetődünk	vezetődVnk
cselekszenek/cselekednek	vigadozik	low	tek	vigadoziK	vigadoztok	vigadoztVk
cselekszenek/cselekednek	bajlódik	low	tek	bajlódiK	bajlódtok	bajlódtVk
cselekszenek/cselekednek	bunkózik	low	ünk	bunkóziK	bunkózunk	bunkózVnk
cselekszenek/cselekednek	cicizik	low	ünk	ciciziK	cicizünk	cicizVnk
cselekszenek/cselekednek	civódik	low	tek	civódiK	civódtok	civódtVk
cselekszenek/cselekednek	csikizik	low	nek	čikiziK	čikiznek	čikiznVk
cselekszenek/cselekednek	csikizik	low	tek	čikiziK	čikiztek	čikiztVk
cselekszenek/cselekednek	dartsozik	low	nek	dartšoziK	dartšoznak	dartšoznVk
cselekszenek/cselekednek	egyezik	low	ünk	eḏeziK	eḏezunk	eḏezVnk
cselekszenek/cselekednek	erősködik	low	tek	erőšködiK	erőšködtök	erőšködtVk
cselekszenek/cselekednek	formásodik	low	nek	formášodiK	formášodnak	formášodnVk
cselekszenek/cselekednek	fulladozik	low	tek	fulladoziK	fulladoztok	fulladoztVk
cselekszenek/cselekednek	gyöngyözik	low	ünk	ḏönḏöziK	ḏönḏözünk	ḏönḏözVnk
cselekszenek/cselekednek	húzódozik	low	tek	húzódoziK	húzódoztok	húzódoztVk
cselekszenek/cselekednek	ijedezik	low	ünk	ijedeziK	ijedezünk	ijedezVnk
cselekszenek/cselekednek	pitizik	low	ünk	pitiziK	pitizünk	pitizVnk
cselekszenek/cselekednek	rugdalózik	low	nek	rugdalóziK	rugdalódznak	rugdalódznVk
cselekszenek/cselekednek	sikítozik	low	ünk	šikítoziK	šikítozunk	šikítozVnk
cselekszenek/cselekednek	szokik	low	nek	sokiK	soknek	soknVk
cselekszenek/cselekednek	törülközik	low	ünk	törülköziK	törülközünk	törülközVnk
cselekszenek/cselekednek	türemkedik	low	ünk	türemkediK	türemkedünk	türemkedVnk
cselekszenek/cselekednek	vetekszik	high	ünk	veteksiK	veteksünk	veteksVnk
cselekszenek/cselekednek	vetekszik	low	ünk	veteksiK	veteksünk	veteksVnk
cselekszenek/cselekednek	videózik	low	tek	videóziK	videóztok	videóztVk
cselekszenek/cselekednek	viselkedik	low	ünk	višelkediK	višelkedunk	višelkedVnk
cselekszenek/cselekednek	vizezik	low	tek	vizeziK	vizeztek	vizeztVk
cselekszenek/cselekednek	vágtázik	low	tek	vágtáziK	vágtáztok	vágtáztVk
cselekszenek/cselekednek	alibizik	low	ünk	alibiziK	alibizünk	alibizVnk
cselekszenek/cselekednek	burkolózik	low	tek	burkolóziK	burkolóztok	burkolóztVk
cselekszenek/cselekednek	búslakodik	low	tek	búšlakodiK	búšlakodtok	búšlakodtVk
cselekszenek/cselekednek	emelődik	low	ünk	emelődiK	emelődünk	emelődVnk
cselekszenek/cselekednek	fejlik	high	tek	fejliK	fejletek	fejlVtVk
cselekszenek/cselekednek	fogadkozik	low	tek	fogadkoziK	fogadkoztok	fogadkoztVk
cselekszenek/cselekednek	gokartozik	low	ünk	gokartoziK	gokartozunk	gokartozVnk
cselekszenek/cselekednek	gombázik	low	nek	gombáziK	gombáznak	gombáznVk
cselekszenek/cselekednek	ingázik	low	tek	ingáziK	ingáztok	ingáztVk
cselekszenek/cselekednek	jógázik	low	tek	jógáziK	jógáztok	jógáztVk
cselekszenek/cselekednek	kenődik	low	ünk	kenődiK	kenődünk	kenődVnk
cselekszenek/cselekednek	kereskedik	low	ünk	kereškediK	kereškedunk	kereškedVnk
cselekszenek/cselekednek	kergetőzik	low	nek	kergetőziK	kergetődznek	kergetődznVk
cselekszenek/cselekednek	kezezik	low	nek	kezeziK	kezeznek	kezeznVk
cselekszenek/cselekednek	kárpitozik	low	ünk	kárpitoziK	kárpitozunk	kárpitozVnk
cselekszenek/cselekednek	ládázik	low	nek	ládáziK	ládáznak	ládáznVk
cselekszenek/cselekednek	látszódik	low	tek	látsódiK	látsódtok	látsódtVk
cselekszenek/cselekednek	nyomdázik	low	nek	ṉomdáziK	ṉomdáznak	ṉomdáznVk
cselekszenek/cselekednek	oldódik	low	tek	oldódiK	oldódtok	oldódtVk
cselekszenek/cselekednek	sopánkodik	low	tek	šopánkodiK	šopánkodtok	šopánkodtVk
cselekszenek/cselekednek	soványodik	low	ünk	šováṉodiK	šováṉodunk	šováṉodVnk
cselekszenek/cselekednek	szélesedik	low	ünk	sélešediK	sélešedünk	sélešedVnk
cselekszenek/cselekednek	szívódik	low	ünk	sívódiK	sívódunk	sívódVnk
cselekszenek/cselekednek	takarózik	low	ünk	takaróziK	takaródzunk	takaródzVnk
cselekszenek/cselekednek	telítődik	low	tek	telítődiK	telítődtök	telítődtVk
cselekszenek/cselekednek	teázik	low	tek	teáziK	teáztok	teáztVk
cselekszenek/cselekednek	tépelődik	low	tek	tépelődiK	tépelődtök	tépelődtVk
cselekszenek/cselekednek	verődik	low	tek	verődiK	verődtek	verődtVk
cselekszenek/cselekednek	vetkezik	low	ünk	vetkeziK	vetkezünk	vetkezVnk
cselekszenek/cselekednek	örömködik	low	tek	örömködiK	örömködtök	örömködtVk
cselekszenek/cselekednek	ügyködik	low	tek	üḏködiK	üḏködtök	üḏködtVk
cselekszenek/cselekednek	alkudozik	low	tek	alkudoziK	alkudoztok	alkudoztVk
cselekszenek/cselekednek	baszódik	low	nek	basódiK	basódnak	basódnVk
cselekszenek/cselekednek	bumlizik	low	ünk	bumliziK	bumlizunk	bumlizVnk
cselekszenek/cselekednek	büfizik	low	ünk	büfiziK	büfizünk	büfizVnk
cselekszenek/cselekednek	dulakodik	low	ünk	dulakodiK	dulakodunk	dulakodVnk
cselekszenek/cselekednek	enyészik	low	ünk	eṉésiK	eṉésünk	eṉésVnk
cselekszenek/cselekednek	erősödik	low	tek	erőšödiK	erőšödtek	erőšödtVk
cselekszenek/cselekednek	fekszik	high	nek	feksiK	feksnek	feksnVk
cselekszenek/cselekednek	fekszik	low	nek	feksiK	feksnek	feksnVk
cselekszenek/cselekednek	hadonászik	low	tek	hadonásiK	hadonástok	hadonástVk
cselekszenek/cselekednek	ismerkedik	low	ünk	išmerkediK	išmerkedunk	išmerkedVnk
cselekszenek/cselekednek	kajánkodik	low	nek	kajánkodiK	kajánkodnak	kajánkodnVk
cselekszenek/cselekednek	kocsikázik	low	tek	kočikáziK	kočikáztok	kočikáztVk
cselekszenek/cselekednek	lakkozik	low	tek	lakkoziK	lakkoztok	lakkoztVk
cselekszenek/cselekednek	lázasodik	low	ünk	lázašodiK	lázašodunk	lázašodVnk
cselekszenek/cselekednek	mulatozik	low	tek	mulatoziK	mulatoztok	mulatoztVk
cselekszenek/cselekednek	nyáladzik	high	nek	ṉáladziK	ṉáladznak	ṉáladznVk
cselekszenek/cselekednek	pukedlizik	low	tek	pukedliziK	pukedliztek	pukedliztVk
cselekszenek/cselekednek	páváskodik	low	ünk	páváškodiK	páváškodunk	páváškodVnk
cselekszenek/cselekednek	taktikázik	low	tek	taktikáziK	taktikáztok	taktikáztVk
cselekszenek/cselekednek	tétovázik	low	tek	tétováziK	tétováztok	tétováztVk
cselekszenek/cselekednek	vetődik	low	tek	vetődiK	vetődtek	vetődtVk
cselekszenek/cselekednek	vonatkozik	low	ünk	vonatkoziK	vonatkozunk	vonatkozVnk
cselekszenek/cselekednek	akarózik	low	ünk	akaróziK	akaródzunk	akaródzVnk
cselekszenek/cselekednek	atyáskodik	low	ünk	aṯáškodiK	aṯáškodunk	aṯáškodVnk
cselekszenek/cselekednek	bikázik	low	nek	bikáziK	bikáznak	bikáznVk
cselekszenek/cselekednek	bukik	low	nek	bukiK	buknek	buknVk
cselekszenek/cselekednek	cidrizik	low	tek	cidriziK	cidriztek	cidriztVk
cselekszenek/cselekednek	fagyizik	low	tek	faḏiziK	faḏiztok	faḏiztVk
cselekszenek/cselekednek	forgolódik	low	tek	forgolódiK	forgolódtok	forgolódtVk
cselekszenek/cselekednek	fényesedik	low	ünk	féṉešediK	féṉešedünk	féṉešedVnk
cselekszenek/cselekednek	győződik	low	tek	ḏőződiK	ḏőződtök	ḏőződtVk
cselekszenek/cselekednek	hangzik	high	ünk	hangziK	hangzunk	hangzVnk
cselekszenek/cselekednek	kupálódik	low	nek	kupálódiK	kupálódnak	kupálódnVk
cselekszenek/cselekednek	nyugszik	high	tek	ṉugsiK	ṉugodtok	ṉugodtVk
cselekszenek/cselekednek	nyugszik	low	tek	ṉugsiK	ṉugodtok	ṉugodtVk
cselekszenek/cselekednek	okosodik	low	tek	okošodiK	okošodtok	okošodtVk
cselekszenek/cselekednek	pityeredik	low	tek	piṯerediK	piṯeredtek	piṯeredtVk
cselekszenek/cselekednek	pukedlizik	low	nek	pukedliziK	pukedliznek	pukedliznVk
cselekszenek/cselekednek	rendelődik	low	ünk	rendelődiK	rendelődünk	rendelődVnk
cselekszenek/cselekednek	tanyázik	low	tek	taṉáziK	taṉáztok	taṉáztVk
cselekszenek/cselekednek	viccelődik	low	tek	viccelődiK	viccelődtek	viccelődtVk
cselekszenek/cselekednek	zajlik	high	ünk	zajliK	zajlunk	zajlVnk
cselekszenek/cselekednek	üresedik	low	ünk	ürešediK	ürešedünk	ürešedVnk
cselekszenek/cselekednek	babázik	low	tek	babáziK	babáztok	babáztVk
cselekszenek/cselekednek	botozik	low	ünk	botoziK	botozunk	botozVnk
cselekszenek/cselekednek	buszozik	low	tek	busoziK	busoztok	busoztVk
cselekszenek/cselekednek	cicizik	low	tek	ciciziK	ciciztek	ciciztVk
cselekszenek/cselekednek	csinosodik	low	ünk	činošodiK	činošodunk	činošodVnk
cselekszenek/cselekednek	drótozik	low	ünk	drótoziK	drótozunk	drótozVnk
cselekszenek/cselekednek	feketézik	low	ünk	feketéziK	feketézünk	feketézVnk
cselekszenek/cselekednek	futkározik	low	tek	futkároziK	futkároztok	futkároztVk
cselekszenek/cselekednek	fűződik	low	tek	fűződiK	fűződtek	fűződtVk
cselekszenek/cselekednek	habozik	low	nek	haboziK	haboznek	haboznVk
cselekszenek/cselekednek	hegesedik	low	tek	hegešediK	hegešedtek	hegešedtVk
cselekszenek/cselekednek	hozakodik	low	tek	hozakodiK	hozakodtok	hozakodtVk
cselekszenek/cselekednek	keletkezik	low	nek	keletkeziK	keletkezenek	keletkezVnVk
cselekszenek/cselekednek	kopik	low	tek	kopiK	koptek	koptVk
cselekszenek/cselekednek	lobbizik	low	tek	lobbiziK	lobbiztok	lobbiztVk
cselekszenek/cselekednek	lökdösődik	low	tek	lökdöšődiK	lökdöšődtök	lökdöšődtVk
cselekszenek/cselekednek	majomkodik	low	ünk	majomkodiK	majomkodunk	majomkodVnk
cselekszenek/cselekednek	működik	low	nek	működiK	működiknek	működiknVk
cselekszenek/cselekednek	pukkadozik	low	ünk	pukkadoziK	pukkadozunk	pukkadozVnk
cselekszenek/cselekednek	sebesedik	low	tek	šebešediK	šebešedtek	šebešedtVk
cselekszenek/cselekednek	sugdolózik	low	tek	šugdolóziK	šugdolóztok	šugdolóztVk
cselekszenek/cselekednek	szarakodik	low	ünk	sarakodiK	saraksunk	saraksVnk
cselekszenek/cselekednek	szerzik	high	nek	serziK	serzenek	serzVnVk
cselekszenek/cselekednek	tanakodik	low	ünk	tanakodiK	tanaksunk	tanaksVnk
cselekszenek/cselekednek	törlődik	low	tek	törlődiK	törlődtek	törlődtVk
cselekszenek/cselekednek	tülekszik	low	ünk	tüleksiK	tüleksünk	tüleksVnk
cselekszenek/cselekednek	tülekszik	high	ünk	tüleksiK	tüleksünk	tüleksVnk
cselekszenek/cselekednek	viseltetik	low	nek	višeltetiK	višeltetnek	višeltetnVk
cselekszenek/cselekednek	üzekedik	low	ünk	üzekediK	üzekedünk	üzekedVnk
cselekszenek/cselekednek	alábukik	low	ünk	alábukiK	alábukunk	alábukVnk
cselekszenek/cselekednek	bíbelődik	low	tek	bíbelődiK	bíbelődtök	bíbelődtVk
cselekszenek/cselekednek	csukázik	low	ünk	čukáziK	čukázunk	čukázVnk
cselekszenek/cselekednek	csúfolódik	low	tek	čúfolódiK	čúfolódtok	čúfolódtVk
cselekszenek/cselekednek	diplomázik	low	tek	diplomáziK	diplomáztok	diplomáztVk
cselekszenek/cselekednek	drogozik	low	tek	drogoziK	drogoztok	drogoztVk
cselekszenek/cselekednek	dörgölőzik	low	ünk	dörgölőziK	dörgölődzünk	dörgölődzVnk
cselekszenek/cselekednek	emésztődik	low	ünk	eméstődiK	eméstődünk	eméstődVnk
cselekszenek/cselekednek	esik	low	ünk	ešiK	ešunk	ešVnk
cselekszenek/cselekednek	fénylik	high	ünk	féṉliK	féṉlünk	féṉlVnk
cselekszenek/cselekednek	gondosodik	low	ünk	gondošodiK	gondošodunk	gondošodVnk
cselekszenek/cselekednek	habarodik	low	ünk	habarodiK	habarodunk	habarodVnk
cselekszenek/cselekednek	játszódik	low	ünk	játsódiK	játsódunk	játsódVnk
cselekszenek/cselekednek	kanyarodik	low	nek	kaṉarodiK	kaṉarodnek	kaṉarodnVk
cselekszenek/cselekednek	közösködik	low	tek	közöšködiK	közöšködtök	közöšködtVk
cselekszenek/cselekednek	mozgolódik	low	tek	mozgolódiK	mozgolódtok	mozgolódtVk
cselekszenek/cselekednek	munkálódik	low	ünk	munkálódiK	munkálódunk	munkálódVnk
cselekszenek/cselekednek	mutálódik	low	ünk	mutálódiK	mutálódunk	mutálódVnk
cselekszenek/cselekednek	mérgelődik	low	tek	mérgelődiK	mérgelődtök	mérgelődtVk
cselekszenek/cselekednek	pipiskedik	low	ünk	pipiškediK	pipiškedünk	pipiškedVnk
cselekszenek/cselekednek	párzik	high	ünk	párziK	párzunk	párzVnk
cselekszenek/cselekednek	randevúzik	low	tek	randevúziK	randevúztok	randevúztVk
cselekszenek/cselekednek	rogyadozik	low	ünk	roḏadoziK	roḏadozunk	roḏadozVnk
cselekszenek/cselekednek	szundizik	low	ünk	sundiziK	sundizunk	sundizVnk
cselekszenek/cselekednek	tudakozik	low	ünk	tudakoziK	tudakozunk	tudakozVnk
cselekszenek/cselekednek	töpörödik	low	ünk	töpörödiK	töpörödünk	töpörödVnk
cselekszenek/cselekednek	vitorlázik	low	tek	vitorláziK	vitorláztok	vitorláztVk
cselekszenek/cselekednek	ügyfelezik	low	tek	üḏfeleziK	üḏfeleztek	üḏfeleztVk
cselekszenek/cselekednek	adatik	low	nek	adatiK	adatnak	adatnVk
cselekszenek/cselekednek	akik	low	nek	akiK	aknek	aknVk
cselekszenek/cselekednek	alszik	high	nek	alsiK	alsnak	alsnVk
cselekszenek/cselekednek	alszik	low	nek	alsiK	alsnak	alsnVk
cselekszenek/cselekednek	aláfekszik	high	ünk	aláfeksiK	aláfeksünk	aláfeksVnk
cselekszenek/cselekednek	borsozik	low	nek	boršoziK	boršoznak	boršoznVk
cselekszenek/cselekednek	butáskodik	low	nek	butáškodiK	butáškodnak	butáškodnVk
cselekszenek/cselekednek	bűnhődik	low	tek	bűnhődiK	bűnhődtök	bűnhődtVk
cselekszenek/cselekednek	danolászik	low	ünk	danolásiK	danolásunk	danolásVnk
cselekszenek/cselekednek	dogozik	low	tek	dogoziK	dogoztok	dogoztVk
cselekszenek/cselekednek	fekszik	high	ünk	feksiK	feküdünk	feküdVnk
cselekszenek/cselekednek	fekszik	low	ünk	feksiK	feküdünk	feküdVnk
cselekszenek/cselekednek	férkőzik	low	tek	férkőziK	férkőztök	férkőztVk
cselekszenek/cselekednek	golyózik	low	ünk	gojóziK	gojózunk	gojózVnk
cselekszenek/cselekednek	huzalozik	low	nek	huzaloziK	huzaloznak	huzaloznVk
cselekszenek/cselekednek	kotorászik	low	tek	kotorásiK	kotorástok	kotorástVk
cselekszenek/cselekednek	károsodik	low	ünk	károšodiK	károšodunk	károšodVnk
cselekszenek/cselekednek	kúszik	low	tek	kúsiK	kústok	kústVk
cselekszenek/cselekednek	működik	low	nek	működiK	működnak	működnVk
cselekszenek/cselekednek	nyomdázik	low	tek	ṉomdáziK	ṉomdáztok	ṉomdáztVk
cselekszenek/cselekednek	nyugszik	high	ünk	ṉugsiK	ṉugodunk	ṉugodVnk
cselekszenek/cselekednek	nyugszik	low	ünk	ṉugsiK	ṉugodunk	ṉugodVnk
cselekszenek/cselekednek	ringatózik	low	ünk	ringatóziK	ringatódzunk	ringatódzVnk
cselekszenek/cselekednek	rugdalózik	low	ünk	rugdalóziK	rugdalózunk	rugdalózVnk
cselekszenek/cselekednek	sugdolózik	low	nek	šugdolóziK	šugdolódznak	šugdolódznVk
cselekszenek/cselekednek	szokik	low	tek	sokiK	soktek	soktVk
cselekszenek/cselekednek	sürgölődik	low	tek	šürgölődiK	šürgölődtek	šürgölődtVk
cselekszenek/cselekednek	töltődik	low	tek	töltődiK	töltődtek	töltődtVk
cselekszenek/cselekednek	tükröződik	low	tek	tükröződiK	tükröződtek	tükröződtVk
cselekszenek/cselekednek	vesződik	low	tek	vesődiK	vesődtök	vesődtVk
cselekszenek/cselekednek	virágzik	high	tek	virágziK	virágoztok	virágoztVk
cselekszenek/cselekednek	vécézik	low	ünk	vécéziK	vécézünk	vécézVnk
cselekszenek/cselekednek	zsűrizik	low	tek	žűriziK	žűriztek	žűriztVk
cselekszenek/cselekednek	ékelődik	low	tek	ékelődiK	ékelődtek	ékelődtVk
cselekszenek/cselekednek	özönlik	low	ünk	özönliK	özönlünk	özönlVnk
cselekszenek/cselekednek	adatik	low	tek	adatiK	adattok	adattVk
cselekszenek/cselekednek	alkudik	low	tek	alkudiK	alkudtok	alkudtVk
cselekszenek/cselekednek	buzizik	low	tek	buziziK	buziztok	buziztVk
cselekszenek/cselekednek	búvik	low	nek	búviK	búvnak	búvnVk
cselekszenek/cselekednek	bűnözik	low	tek	bűnöziK	bűnöztök	bűnöztVk
cselekszenek/cselekednek	emelkedik	low	ünk	emelkediK	emelkedunk	emelkedVnk
cselekszenek/cselekednek	esküdözik	low	tek	ešküdöziK	ešküdöztök	ešküdöztVk
cselekszenek/cselekednek	fenekedik	low	ünk	fenekediK	fenekedünk	fenekedVnk
cselekszenek/cselekednek	folyik	low	nek	fojiK	fojanak	fojVnVk
cselekszenek/cselekednek	fonódik	low	tek	fonódiK	fonódtok	fonódtVk
cselekszenek/cselekednek	fűződik	low	ünk	fűződiK	fűződünk	fűződVnk
cselekszenek/cselekednek	gyülekezik	low	tek	ḏülekeziK	ḏülekeztek	ḏülekeztVk
cselekszenek/cselekednek	hajhászik	low	tek	hajhásiK	hajhástok	hajhástVk
cselekszenek/cselekednek	hamarkodik	low	ünk	hamarkodiK	hamarkodunk	hamarkodVnk
cselekszenek/cselekednek	hazautazik	low	tek	hazautaziK	hazautaztok	hazautaztVk
cselekszenek/cselekednek	hugyozik	low	tek	huḏoziK	huḏoztok	huḏoztVk
cselekszenek/cselekednek	hálálkodik	low	tek	hálálkodiK	hálálkodtok	hálálkodtVk
cselekszenek/cselekednek	igyekszik	high	tek	iḏeksiK	iḏeksetek	iḏeksVtVk
cselekszenek/cselekednek	igyekszik	low	tek	iḏeksiK	iḏeksetek	iḏeksVtVk
cselekszenek/cselekednek	inaskodik	low	nek	inaškodiK	inaškodnak	inaškodnVk
cselekszenek/cselekednek	iratkozik	low	nek	iratkoziK	iratkoznek	iratkoznVk
cselekszenek/cselekednek	iszik	low	nek	isiK	isnek	isnVk
cselekszenek/cselekednek	kotlik	high	tek	kotliK	kotlotok	kotlVtVk
cselekszenek/cselekednek	lottózik	low	tek	lottóziK	lottóztok	lottóztVk
cselekszenek/cselekednek	létezik	low	nek	léteziK	létezenek	létezVnVk
cselekszenek/cselekednek	lökődik	low	ünk	lökődiK	lökődünk	lökődVnk
cselekszenek/cselekednek	mosakszik	low	tek	mošaksiK	mošakodtok	mošakodtVk
cselekszenek/cselekednek	mosakszik	high	tek	mošaksiK	mošakodtok	mošakodtVk
cselekszenek/cselekednek	nyomakodik	low	ünk	ṉomakodiK	ṉomaksunk	ṉomaksVnk
cselekszenek/cselekednek	pacsizik	low	tek	pačiziK	pačiztok	pačiztVk
cselekszenek/cselekednek	pitizik	low	tek	pitiziK	pitiztek	pitiztVk
cselekszenek/cselekednek	sakkozik	low	tek	šakkoziK	šakkoztok	šakkoztVk
cselekszenek/cselekednek	sikítozik	low	tek	šikítoziK	šikítoztok	šikítoztVk
cselekszenek/cselekednek	sivalkodik	low	ünk	šivalkodiK	šivalkodunk	šivalkodVnk
cselekszenek/cselekednek	sűrűsödik	low	ünk	šűrűšödiK	šűrűšödünk	šűrűšödVnk
cselekszenek/cselekednek	tartozik	low	nek	tartoziK	tartoziknak	tartoziknVk
cselekszenek/cselekednek	tavaszodik	low	ünk	tavasodiK	tavasodunk	tavasodVnk
cselekszenek/cselekednek	tiplizik	low	tek	tipliziK	tipliztek	tipliztVk
cselekszenek/cselekednek	tápozik	low	nek	tápoziK	tápoznak	tápoznVk
cselekszenek/cselekednek	utálkozik	low	tek	utálkoziK	utálkoztok	utálkoztVk
cselekszenek/cselekednek	vacsizik	low	tek	vačiziK	vačiztok	vačiztVk
cselekszenek/cselekednek	visítozik	low	tek	višítoziK	višítoztok	višítoztVk
cselekszenek/cselekednek	visítozik	low	ünk	višítoziK	višítozunk	višítozVnk
cselekszenek/cselekednek	zavarodik	low	tek	zavarodiK	zavarodtok	zavarodtVk
cselekszenek/cselekednek	zománcozik	low	nek	zománcoziK	zománcoznak	zománcoznVk
cselekszenek/cselekednek	áskálódik	low	tek	áškálódiK	áškálódtok	áškálódtVk
cselekszenek/cselekednek	élesedik	low	ünk	élešediK	élešedünk	élešedVnk
cselekszenek/cselekednek	évődik	low	tek	évődiK	évődtök	évődtVk
cselekszenek/cselekednek	ízlik	high	tek	ízliK	ízletek	ízlVtVk
cselekszenek/cselekednek	adódik	low	ünk	adódiK	adódunk	adódVnk
cselekszenek/cselekednek	anyáskodik	low	ünk	aṉáškodiK	aṉáškodunk	aṉáškodVnk
cselekszenek/cselekednek	bobozik	low	nek	boboziK	boboznak	boboznVk
cselekszenek/cselekednek	boltozik	low	nek	boltoziK	boltoznak	boltoznVk
cselekszenek/cselekednek	bridzsezik	low	ünk	bridžeziK	bridžezünk	bridžezVnk
cselekszenek/cselekednek	bányászik	low	tek	báṉásiK	báṉástok	báṉástVk
cselekszenek/cselekednek	cikázik	low	tek	cikáziK	cikáztok	cikáztVk
cselekszenek/cselekednek	csömörlik	low	tek	čömörliK	čömörlötök	čömörlVtVk
cselekszenek/cselekednek	dühödik	low	ünk	dühödiK	dühödünk	dühödVnk
cselekszenek/cselekednek	fejeződik	low	ünk	fejeződiK	fejeződünk	fejeződVnk
cselekszenek/cselekednek	férkőzik	low	tek	férkőziK	férkőztek	férkőztVk
cselekszenek/cselekednek	fújódik	low	ünk	fújódiK	fújódunk	fújódVnk
cselekszenek/cselekednek	gombázik	low	ünk	gombáziK	gombázunk	gombázVnk
cselekszenek/cselekednek	ingadozik	low	tek	ingadoziK	ingadoztok	ingadoztVk
cselekszenek/cselekednek	ismerszik	high	ünk	išmersiK	išmersünk	išmersVnk
cselekszenek/cselekednek	kakaskodik	low	ünk	kakaškodiK	kakaškodunk	kakaškodVnk
cselekszenek/cselekednek	kamerázik	low	tek	kameráziK	kameráztok	kameráztVk
cselekszenek/cselekednek	keveredik	low	ünk	keverediK	keveredunk	keveredVnk
cselekszenek/cselekednek	kezdődik	low	nek	kezdődiK	kezdődenek	kezdődVnVk
cselekszenek/cselekednek	kezezik	low	tek	kezeziK	kezeztek	kezeztVk
cselekszenek/cselekednek	marakodik	low	ünk	marakodiK	maraksunk	maraksVnk
cselekszenek/cselekednek	mélázik	low	tek	méláziK	méláztok	méláztVk
cselekszenek/cselekednek	nekiugrik	high	tek	nekiugriK	nekiugrotok	nekiugrVtVk
cselekszenek/cselekednek	nyomakodik	low	nek	ṉomakodiK	ṉomaksanak	ṉomaksVnVk
